AAA	none	8086,NOLONG	AAA 	ASCII Adjust After Addition	AAA.html
EXTRQ	xmmreg,imm,imm	SSE4A,AMD	EXTRQ xmm, imm, imm	TODO: SSE4A,AMD	
EXTRQ	xmmreg,xmmreg	SSE4A,AMD	EXTRQ xmm, xmm	TODO: SSE4A,AMD	
INSERTQ	xmmreg,xmmreg,imm,imm	SSE4A,AMD	INSERTQ xmm, xmm, imm, imm	TODO: SSE4A,AMD	
INSERTQ	xmmreg,xmmreg	SSE4A,AMD	INSERTQ xmm, xmm	TODO: SSE4A,AMD	
MOVNTSD	mem,xmmreg	SSE4A,AMD	MOVNTSD mem, xmm	TODO: SSE4A,AMD	
MOVNTSS	mem,xmmreg	SSE4A,AMD,SD	MOVNTSS mem, xmm	TODO: SSE4A,AMD,SD	
LZCNT	reg16,rm16	P6,AMD	LZCNT r16, r/m16	Leading Zero Count	LZCNT.html
LZCNT	reg32,rm32	P6,AMD	LZCNT r32, r/m32	Leading Zero Count	LZCNT.html
LZCNT	reg64,rm64	X64,AMD	LZCNT r64, r/m64	Leading Zero Count	LZCNT.html
BLENDPD	xmmreg,xmmrm,imm	SSE41	BLENDPD xmm, xmm/m128, imm	Blend Packed Double Precision Floating-Point Values	BLENDPD.html
BLENDPS	xmmreg,xmmrm,imm	SSE41	BLENDPS xmm, xmm/m128, imm	Blend Packed Single Precision Floating-Point Values	BLENDPS.html
BLENDVPD	xmmreg,xmmrm,xmm0	SSE41	BLENDVPD xmm, xmm/m128, XMM0	Variable Blend Packed Double Precision Floating-Point Values	BLENDVPD.html
BLENDVPD	xmmreg,xmmrm	SSE41	BLENDVPD xmm, xmm/m128	Variable Blend Packed Double Precision Floating-Point Values	BLENDVPD.html
BLENDVPS	xmmreg,xmmrm,xmm0	SSE41	BLENDVPS xmm, xmm/m128, XMM0	Variable Blend Packed Single Precision Floating-Point Values	BLENDVPS.html
BLENDVPS	xmmreg,xmmrm	SSE41	BLENDVPS xmm, xmm/m128	Variable Blend Packed Single Precision Floating-Point Values	BLENDVPS.html
DPPD	xmmreg,xmmrm,imm	SSE41	DPPD xmm, xmm/m128, imm	Dot Product of Packed Double Precision Floating-Point Values	DPPD.html
DPPS	xmmreg,xmmrm,imm	SSE41	DPPS xmm, xmm/m128, imm	Dot Product of Packed Single Precision Floating-Point Values	DPPS.html
EXTRACTPS	rm32,xmmreg,imm	SSE41	EXTRACTPS r/m32, xmm, imm	Extract Packed Single Precision Floating-Point Value	EXTRACTPS.html
EXTRACTPS	reg64,xmmreg,imm	SSE41,X64	EXTRACTPS r64, xmm, imm	Extract Packed Single Precision Floating-Point Value	EXTRACTPS.html
INSERTPS	xmmreg,xmmrm,imm	SSE41,SD	INSERTPS xmm, xmm/m128, imm	Insert Packed Single Precision Floating-Point Value	INSERTPS.html
MOVNTDQA	xmmreg,mem128	SSE41	MOVNTDQA xmm, mem128	Load Double Quadword Non-Temporal Aligned Hint	MOVNTDQA.html
MPSADBW	xmmreg,xmmrm,imm	SSE41	MPSADBW xmm, xmm/m128, imm	Compute Multiple Packed Sums of Absolute Difference	MPSADBW.html
PACKUSDW	xmmreg,xmmrm	SSE41	PACKUSDW xmm, xmm/m128	Pack with Unsigned Saturation	PACKUSDW.html
PBLENDVB	xmmreg,xmmrm,xmm0	SSE41	PBLENDVB xmm, xmm/m128, XMM0	Variable Blend Packed Bytes	PBLENDVB.html
PBLENDVB	xmmreg,xmmrm	SSE41	PBLENDVB xmm, xmm/m128	Variable Blend Packed Bytes	PBLENDVB.html
PBLENDW	xmmreg,xmmrm,imm	SSE41	PBLENDW xmm, xmm/m128, imm	Blend Packed Words	PBLENDW.html
PCMPEQQ	xmmreg,xmmrm	SSE41	PCMPEQQ xmm, xmm/m128	Compare Packed Qword Data for Equal	PCMPEQQ.html
PEXTRB	reg32,xmmreg,imm	SSE41	PEXTRB r32, xmm, imm	Extract Byte/Dword/Qword	PEXTRB:PEXTRD:PEXTRQ.html
PEXTRB	mem8,xmmreg,imm	SSE41	PEXTRB mem8, xmm, imm	Extract Byte/Dword/Qword	PEXTRB:PEXTRD:PEXTRQ.html
PEXTRB	reg64,xmmreg,imm	SSE41,X64	PEXTRB r64, xmm, imm	Extract Byte/Dword/Qword	PEXTRB:PEXTRD:PEXTRQ.html
PEXTRD	rm32,xmmreg,imm	SSE41	PEXTRD r/m32, xmm, imm	Extract Byte/Dword/Qword	PEXTRB:PEXTRD:PEXTRQ.html
PEXTRQ	rm64,xmmreg,imm	SSE41,X64	PEXTRQ r/m64, xmm, imm	Extract Byte/Dword/Qword	PEXTRB:PEXTRD:PEXTRQ.html
PHMINPOSUW	xmmreg,xmmrm	SSE41	PHMINPOSUW xmm, xmm/m128	Packed Horizontal Word Minimum	PHMINPOSUW.html
PINSRB	xmmreg,mem,imm	SSE41	PINSRB xmm, mem, imm	Insert Byte	PINSRB:PINSRD:PINSRQ.html
PINSRB	xmmreg,rm8,imm	SSE41	PINSRB xmm, r/m8, imm	Insert Byte	PINSRB:PINSRD:PINSRQ.html
PINSRB	xmmreg,reg32,imm	SSE41	PINSRB xmm, r32, imm	Insert Byte	PINSRB:PINSRD:PINSRQ.html
PINSRD	xmmreg,mem,imm	SSE41	PINSRD xmm, mem, imm	Insert Dword	PINSRB:PINSRD:PINSRQ.html
PINSRD	xmmreg,rm32,imm	SSE41	PINSRD xmm, r/m32, imm	Insert Dword	PINSRB:PINSRD:PINSRQ.html
PINSRQ	xmmreg,mem,imm	SSE41,X64	PINSRQ xmm, mem, imm	Insert Qword	PINSRB:PINSRD:PINSRQ.html
PINSRQ	xmmreg,rm64,imm	SSE41,X64	PINSRQ xmm, r/m64, imm	Insert Qword	PINSRB:PINSRD:PINSRQ.html
PMAXSB	xmmreg,xmmrm	SSE41	PMAXSB xmm, xmm/m128	Maximum of Packed Signed Byte Integers	PMAXSB.html
PMAXSD	xmmreg,xmmrm	SSE41	PMAXSD xmm, xmm/m128	Maximum of Packed Signed Dword Integers	PMAXSD.html
PMAXUD	xmmreg,xmmrm	SSE41	PMAXUD xmm, xmm/m128	Maximum of Packed Unsigned Dword Integers	PMAXUD.html
PMAXUW	xmmreg,xmmrm	SSE41	PMAXUW xmm, xmm/m128	Maximum of Packed Word Integers	PMAXUW.html
PMINSB	xmmreg,xmmrm	SSE41	PMINSB xmm, xmm/m128	Minimum of Packed Signed Byte Integers	PMINSB.html
PMINSD	xmmreg,xmmrm	SSE41	PMINSD xmm, xmm/m128	Minimum of Packed Dword Integers	PMINSD.html
PMINUD	xmmreg,xmmrm	SSE41	PMINUD xmm, xmm/m128	Minimum of Packed Dword Integers	PMINUD.html
PMINUW	xmmreg,xmmrm	SSE41	PMINUW xmm, xmm/m128	Minimum of Packed Word Integers	PMINUW.html
PMOVSXBW	xmmreg,xmmrm	SSE41	PMOVSXBW xmm, xmm/m128	PMOVSXBW xmm1, xmm2/m64: Sign extend 8 packed signed 8-bit integers in the low 8 bytes of xmm2/m64 to 8 packed signed 16-bit integers in xmm1	PMOVSX.html
PMOVSXBD	xmmreg,xmmrm	SSE41,SD	PMOVSXBD xmm, xmm/m128	PMOVSXBD xmm1, xmm2/m32: Sign extend 4 packed signed 8-bit integers in the low 4 bytes of xmm2/m32 to 4 packed signed 32-bit integers in xmm1	PMOVSX.html
PMOVSXBQ	xmmreg,xmmrm	SSE41,SW	PMOVSXBQ xmm, xmm/m128	PMOVSXWD xmm1, xmm2/m64: Sign extend 4 packed signed 16-bit integers in the low 8 bytes of xmm2/m64 to 4 packed signed 32-bit integers in xmm1	PMOVSX.html
PMOVSXWD	xmmreg,xmmrm	SSE41	PMOVSXWD xmm, xmm/m128	PMOVSXWD xmm1, xmm2/m64: Sign extend 4 packed signed 16-bit integers in the low 8 bytes of xmm2/m64 to 4 packed signed 32-bit integers in xmm1	PMOVSX.html
PMOVSXWQ	xmmreg,xmmrm	SSE41,SD	PMOVSXWQ xmm, xmm/m128	PMOVSXWQ xmm1, xmm2/m32: Sign extend 2 packed signed 16-bit integers in the low 4 bytes of xmm2/m32 to 2 packed signed 64-bit integers in xmm1	PMOVSX.html
PMOVSXDQ	xmmreg,xmmrm	SSE41	PMOVSXDQ xmm, xmm/m128	PMOVSXDQ xmm1, xmm2/m64: Sign extend 2 packed signed 32-bit integers in the low 8 bytes of xmm2/m64 to 2 packed signed 64-bit integers in xmm1	PMOVSX.html
PMOVZXBW	xmmreg,xmmrm	SSE41	PMOVZXBW xmm, xmm/m128	PMOVZXBW xmm1, xmm2/m64: Zero extend 8 packed 8-bit integers in the low 8 bytes of xmm2/m64 to 8 packed 16-bit integers in xmm1	PMOVZX.html
PMOVZXBD	xmmreg,xmmrm	SSE41,SD	PMOVZXBD xmm, xmm/m128	PMOVZXBD xmm1, xmm2/m32: Zero extend 4 packed 8-bit integers in the low 4 bytes of xmm2/m32 to 4 packed 32-bit integers in xmm1	PMOVZX.html
PMOVZXBQ	xmmreg,xmmrm	SSE41,SW	PMOVZXBQ xmm, xmm/m128	PMOVZXBQ xmm1, xmm2/m16: Zero extend 2 packed 8-bit integers in the low 2 bytes of xmm2/m16 to 2 packed 64-bit integers in xmm1	PMOVZX.html
PMOVZXWD	xmmreg,xmmrm	SSE41	PMOVZXWD xmm, xmm/m128	PMOVZXWD xmm1, xmm2/m64: Zero extend 4 packed 16-bit integers in the low 8 bytes of xmm2/m64 to 4 packed 32-bit integers in xmm1	PMOVZX.html
PMOVZXWQ	xmmreg,xmmrm	SSE41,SD	PMOVZXWQ xmm, xmm/m128	PMOVZXWQ xmm1, xmm2/m32: Zero extend 2 packed 16-bit integers in the low 4 bytes of xmm2/m32 to 2 packed 64-bit integers in xmm1	PMOVZX.html
PMOVZXDQ	xmmreg,xmmrm	SSE41	PMOVZXDQ xmm, xmm/m128	PMOVZXDQ xmm1, xmm2/m64: Zero extend 2 packed 32-bit integers in the low 8 bytes of xmm2/m64 to 2 packed 64-bit integers in xmm1	PMOVZX.html
PMULDQ	xmmreg,xmmrm	SSE41	PMULDQ xmm, xmm/m128	Multiply Packed Signed Dword Integers	PMULDQ.html
PMULLD	xmmreg,xmmrm	SSE41	PMULLD xmm, xmm/m128	Multiply Packed Signed Dword Integers and Store Low Result	PMULLD.html
PTEST	xmmreg,xmmrm	SSE41	PTEST xmm, xmm/m128	Logical Compare	PTEST.html
ROUNDPD	xmmreg,xmmrm,imm	SSE41	ROUNDPD xmm, xmm/m128, imm	Round Packed Double Precision Floating-Point Values	ROUNDPD.html
ROUNDPS	xmmreg,xmmrm,imm	SSE41	ROUNDPS xmm, xmm/m128, imm	Round Packed Single Precision Floating-Point Values	ROUNDPS.html
ROUNDSD	xmmreg,xmmrm,imm	SSE41	ROUNDSD xmm, xmm/m128, imm	Round Scalar Double Precision Floating-Point Values	ROUNDSD.html
ROUNDSS	xmmreg,xmmrm,imm	SSE41	ROUNDSS xmm, xmm/m128, imm	Round Scalar Single Precision Floating-Point Values	ROUNDSS.html
CRC32	reg32,rm8	SSE42	CRC32 r32, r/m8	Accumulate CRC32 Value	CRC32.html
CRC32	reg32,rm16	SSE42	CRC32 r32, r/m16	Accumulate CRC32 Value	CRC32.html
CRC32	reg32,rm32	SSE42	CRC32 r32, r/m32	Accumulate CRC32 Value	CRC32.html
CRC32	reg64,rm8	SSE42,X64	CRC32 r64, r/m8	Accumulate CRC32 Value	CRC32.html
CRC32	reg64,rm64	SSE42,X64	CRC32 r64, r/m64	Accumulate CRC32 Value	CRC32.html
PCMPESTRI	xmmreg,xmmrm,imm	SSE42	PCMPESTRI xmm, xmm/m128, imm	Packed Compare Explicit Length Strings, Return Index	PCMPESTRI.html
PCMPESTRM	xmmreg,xmmrm,imm	SSE42	PCMPESTRM xmm, xmm/m128, imm	Packed Compare Explicit Length Strings, Return Mask	PCMPESTRM.html
PCMPISTRI	xmmreg,xmmrm,imm	SSE42	PCMPISTRI xmm, xmm/m128, imm	Packed Compare Implicit Length Strings, Return Index	PCMPISTRI.html
PCMPISTRM	xmmreg,xmmrm,imm	SSE42	PCMPISTRM xmm, xmm/m128, imm	Packed Compare Implicit Length Strings, Return Mask	PCMPISTRM.html
PCMPGTQ	xmmreg,xmmrm	SSE42	PCMPGTQ xmm, xmm/m128	Compare Packed Data for Greater Than	PCMPGTQ.html
POPCNT	reg16,rm16	NEHALEM,SW	POPCNT r16, r/m16	Return the Count of Number of Bits Set to 1	POPCNT.html
POPCNT	reg32,rm32	NEHALEM,SD	POPCNT r32, r/m32	Return the Count of Number of Bits Set to 1	POPCNT.html
POPCNT	reg64,rm64	NEHALEM,X64	POPCNT r64, r/m64	Return the Count of Number of Bits Set to 1	POPCNT.html
GETSEC	none	KATMAI	GETSEC 	TODO: KATMAI	
PFRCPV	mmxreg,mmxrm	PENT,3DNOW,CYRIX	PFRCPV mmxreg, mmx/mem	TODO: PENT,3DNOW,CYRIX	
PFRSQRTV	mmxreg,mmxrm	PENT,3DNOW,CYRIX	PFRSQRTV mmxreg, mmx/mem	TODO: PENT,3DNOW,CYRIX	
MOVBE	reg16,mem16	NEHALEM	MOVBE r16, mem16	Move Data After Swapping Bytes	MOVBE.html
MOVBE	reg32,mem32	NEHALEM	MOVBE r32, mem32	Move Data After Swapping Bytes	MOVBE.html
MOVBE	reg64,mem64	NEHALEM	MOVBE r64, mem64	Move Data After Swapping Bytes	MOVBE.html
MOVBE	mem16,reg16	NEHALEM	MOVBE mem16, r16	Move Data After Swapping Bytes	MOVBE.html
MOVBE	mem32,reg32	NEHALEM	MOVBE mem32, r32	Move Data After Swapping Bytes	MOVBE.html
MOVBE	mem64,reg64	NEHALEM	MOVBE mem64, r64	Move Data After Swapping Bytes	MOVBE.html
AESENC	xmmreg,xmmrm128	SSE,WESTMERE	AESENC xmm, xmm/m128	Perform One Round of an AES Encryption Flow	AESENC.html
AESENCLAST	xmmreg,xmmrm128	SSE,WESTMERE	AESENCLAST xmm, xmm/m128	Perform Last Round of an AES Encryption Flow	AESENCLAST.html
AESDEC	xmmreg,xmmrm128	SSE,WESTMERE	AESDEC xmm, xmm/m128	Perform One Round of an AES Decryption Flow	AESDEC.html
AESDECLAST	xmmreg,xmmrm128	SSE,WESTMERE	AESDECLAST xmm, xmm/m128	Perform Last Round of an AES Decryption Flow	AESDECLAST.html
AESIMC	xmmreg,xmmrm128	SSE,WESTMERE	AESIMC xmm, xmm/m128	Perform the AES InvMixColumn Transformation	AESIMC.html
AESKEYGENASSIST	xmmreg,xmmrm128,imm8	SSE,WESTMERE	AESKEYGENASSIST xmm, xmm/m128, imm8	AES Round Key Generation Assist	AESKEYGENASSIST.html
VAESENC	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VAESENC xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE	
VAESENCLAST	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VAESENCLAST xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE	
VAESDEC	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VAESDEC xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE	
VAESDECLAST	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VAESDECLAST xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE	
VAESIMC	xmmreg,xmmrm128	AVX,SANDYBRIDGE	VAESIMC xmm, xmm/m128	TODO: AVX,SANDYBRIDGE	
VAESKEYGENASSIST	xmmreg,xmmrm128,imm8	AVX,SANDYBRIDGE	VAESKEYGENASSIST xmm, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE	
VADDPD	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VADDPD xmm, xmm, xmm/m128	Add Float64 Vectors	
VADDPD	ymmreg,ymmreg*,ymmrm256	AVX,SANDYBRIDGE	VADDPD ymm, ymm, ymm/m256	Add Float64 Vectors	
VADDPD	xmmreg|mask|z,xmmreg,xmmrm128|b64	AVX512VL,AVX512,FUTURE	VADDPD xmm|mask|z, xmm, xmm/m128|b32	Add Float64 Vectors	
VADDPD	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512,FUTURE	VADDPD ymm|mask|z, ymm, ymm/m256|b32	Add Float64 Vectors	
VADDPD	zmmreg|mask|z,zmmreg,zmmrm512|b64|er	AVX512,FUTURE	VADDPD zmm|mask|z, zmm, zmm/m512|b32|er	Add Float64 Vectors	
VADDPS	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VADDPS xmm, xmm, xmm/m128	Add Float32 Vectors	
VADDPS	ymmreg,ymmreg*,ymmrm256	AVX,SANDYBRIDGE	VADDPS ymm, ymm, ymm/m256	Add Float32 Vectors	
VADDPS	xmmreg|mask|z,xmmreg,xmmrm128|b32	AVX512VL,AVX512,FUTURE	VADDPS xmm|mask|z, xmm, xmm/m128|b32	Add Float32 Vectors	
VADDPS	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512,FUTURE	VADDPS ymm|mask|z, ymm, ymm/m256|b32	Add Float32 Vectors	
VADDPS	zmmreg|mask|z,zmmreg,zmmrm512|b32|er	AVX512,FUTURE	VADDPS zmm|mask|z, zmm, zmm/m512|b32|er	Add Float32 Vectors	
VADDSD	xmmreg,xmmreg*,xmmrm64	AVX,SANDYBRIDGE	VADDSD xmm, xmm, xmm/m64	TODO: AVX,SANDYBRIDGE,AVX512,FUTURE	
VADDSD	xmmreg|mask|z,xmmreg,xmmrm64|er	AVX512,FUTURE	VADDSD xmm|mask|z, xmm, xmm/m64|er	TODO: AVX,SANDYBRIDGE,AVX512,FUTURE	
VADDSS	xmmreg,xmmreg*,xmmrm32	AVX,SANDYBRIDGE	VADDSS xmm, xmm, xmm/m32	TODO: AVX,SANDYBRIDGE,AVX512,FUTURE	
VADDSS	xmmreg|mask|z,xmmreg,xmmrm32|er	AVX512,FUTURE	VADDSS xmm|mask|z, xmm, xmm/m32|er	TODO: AVX,SANDYBRIDGE,AVX512,FUTURE	
VADDSUBPD	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VADDSUBPD xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE	
VADDSUBPD	ymmreg,ymmreg*,ymmrm256	AVX,SANDYBRIDGE	VADDSUBPD ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE	
VADDSUBPS	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VADDSUBPS xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE	
VADDSUBPS	ymmreg,ymmreg*,ymmrm256	AVX,SANDYBRIDGE	VADDSUBPS ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE	
VANDPD	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VANDPD xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPD	ymmreg,ymmreg*,ymmrm256	AVX,SANDYBRIDGE	VANDPD ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPD	xmmreg|mask|z,xmmreg,xmmrm128|b64	AVX512VL,AVX512DQ,FUTURE	VANDPD xmm|mask|z, xmm, xmm/m128|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPD	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512DQ,FUTURE	VANDPD ymm|mask|z, ymm, ymm/m256|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPD	zmmreg|mask|z,zmmreg,zmmrm512|b64	AVX512DQ,FUTURE	VANDPD zmm|mask|z, zmm, zmm/m512|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPS	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VANDPS xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPS	ymmreg,ymmreg*,ymmrm256	AVX,SANDYBRIDGE	VANDPS ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPS	xmmreg|mask|z,xmmreg,xmmrm128|b32	AVX512VL,AVX512DQ,FUTURE	VANDPS xmm|mask|z, xmm, xmm/m128|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPS	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512DQ,FUTURE	VANDPS ymm|mask|z, ymm, ymm/m256|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDPS	zmmreg|mask|z,zmmreg,zmmrm512|b32	AVX512DQ,FUTURE	VANDPS zmm|mask|z, zmm, zmm/m512|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPD	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VANDNPD xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPD	ymmreg,ymmreg*,ymmrm256	AVX,SANDYBRIDGE	VANDNPD ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPD	xmmreg|mask|z,xmmreg,xmmrm128|b64	AVX512VL,AVX512DQ,FUTURE	VANDNPD xmm|mask|z, xmm, xmm/m128|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPD	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512DQ,FUTURE	VANDNPD ymm|mask|z, ymm, ymm/m256|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPD	zmmreg|mask|z,zmmreg,zmmrm512|b64	AVX512DQ,FUTURE	VANDNPD zmm|mask|z, zmm, zmm/m512|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPS	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VANDNPS xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPS	ymmreg,ymmreg*,ymmrm256	AVX,SANDYBRIDGE	VANDNPS ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPS	xmmreg|mask|z,xmmreg,xmmrm128|b32	AVX512VL,AVX512DQ,FUTURE	VANDNPS xmm|mask|z, xmm, xmm/m128|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPS	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512DQ,FUTURE	VANDNPS ymm|mask|z, ymm, ymm/m256|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VANDNPS	zmmreg|mask|z,zmmreg,zmmrm512|b32	AVX512DQ,FUTURE	VANDNPS zmm|mask|z, zmm, zmm/m512|b32	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VBLENDPD	xmmreg,xmmreg*,xmmrm128,imm8	AVX,SANDYBRIDGE	VBLENDPD xmm, xmm, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE	
VBLENDPD	ymmreg,ymmreg*,ymmrm256,imm8	AVX,SANDYBRIDGE	VBLENDPD ymm, ymm, ymm/m256, imm8	TODO: AVX,SANDYBRIDGE	
VBLENDPS	xmmreg,xmmreg*,xmmrm128,imm8	AVX,SANDYBRIDGE	VBLENDPS xmm, xmm, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE	
VBLENDPS	ymmreg,ymmreg*,ymmrm256,imm8	AVX,SANDYBRIDGE	VBLENDPS ymm, ymm, ymm/m256, imm8	TODO: AVX,SANDYBRIDGE	
VBLENDVPD	xmmreg,xmmreg*,xmmrm128,xmmreg	AVX,SANDYBRIDGE	VBLENDVPD xmm, xmm, xmm/m128, xmm	TODO: AVX,SANDYBRIDGE	
VBLENDVPD	ymmreg,ymmreg*,ymmrm256,ymmreg	AVX,SANDYBRIDGE	VBLENDVPD ymm, ymm, ymm/m256, ymm	TODO: AVX,SANDYBRIDGE	
VBLENDVPS	xmmreg,xmmreg*,xmmrm128,xmmreg	AVX,SANDYBRIDGE	VBLENDVPS xmm, xmm, xmm/m128, xmm	TODO: AVX,SANDYBRIDGE	
VBLENDVPS	ymmreg,ymmreg*,ymmrm256,ymmreg	AVX,SANDYBRIDGE	VBLENDVPS ymm, ymm, ymm/m256, ymm	TODO: AVX,SANDYBRIDGE	
VBROADCASTSS	xmmreg,mem32	AVX,SANDYBRIDGE	VBROADCASTSS xmm, mem32	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	ymmreg,mem32	AVX,SANDYBRIDGE	VBROADCASTSS ymm, mem32	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	xmmreg,xmmreg	FUTURE,AVX2	VBROADCASTSS xmm, xmm	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	ymmreg,xmmreg	FUTURE,AVX2	VBROADCASTSS ymm, xmm	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	xmmreg|mask|z,mem32	AVX512VL,AVX512,FUTURE	VBROADCASTSS xmm|mask|z, mem32	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	ymmreg|mask|z,mem32	AVX512VL,AVX512,FUTURE	VBROADCASTSS ymm|mask|z, mem32	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	zmmreg|mask|z,mem32	AVX512,FUTURE	VBROADCASTSS zmm|mask|z, mem32	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	xmmreg|mask|z,xmmreg	AVX512VL,AVX512,FUTURE	VBROADCASTSS xmm|mask|z, xmm	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	ymmreg|mask|z,xmmreg	AVX512VL,AVX512,FUTURE	VBROADCASTSS ymm|mask|z, xmm	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSS	zmmreg|mask|z,xmmreg	AVX512,FUTURE	VBROADCASTSS zmm|mask|z, xmm	Broadcast Float32 Vector	VBROADCAST.html
VBROADCASTSD	ymmreg,mem64	AVX,SANDYBRIDGE	VBROADCASTSD ymm, mem64	Broadcast Float64 Vector	VBROADCAST.html
VBROADCASTSD	ymmreg,xmmreg	FUTURE,AVX2	VBROADCASTSD ymm, xmm	Broadcast Float64 Vector	VBROADCAST.html
VBROADCASTSD	ymmreg|mask|z,mem64	AVX512VL,AVX512,FUTURE	VBROADCASTSD ymm|mask|z, mem64	Broadcast Float64 Vector	VBROADCAST.html
VBROADCASTSD	zmmreg|mask|z,mem64	AVX512,FUTURE	VBROADCASTSD zmm|mask|z, mem64	Broadcast Float64 Vector	VBROADCAST.html
VBROADCASTSD	ymmreg|mask|z,xmmreg	AVX512VL,AVX512,FUTURE	VBROADCASTSD ymm|mask|z, xmm	Broadcast Float64 Vector	VBROADCAST.html
VBROADCASTSD	zmmreg|mask|z,xmmreg	AVX512,FUTURE	VBROADCASTSD zmm|mask|z, xmm	Broadcast Float64 Vector	VBROADCAST.html
VBROADCASTF128	ymmreg,mem128	AVX,SANDYBRIDGE	VBROADCASTF128 ymm, mem128	TODO: AVX,SANDYBRIDGE	
VCMPEQ_OSPD	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VCMPEQ_OSPD xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE	
